SentenceId	Phrase	Sentiment
1410	birot creates drama well defined sense place age year old torment angst become almost operatic u character	4
1411	toward end sum fear morphs mundane disaster flick	0
1412	th outing show lot stamen vitality get madonna cameo n suck	4
1413	production design score choreography simply intoxicating	4
1414	almost first two third martin scorsese minute gang new york entranced	4
1415	brutally dry satire middle american numbness	0
1416	perfectly acceptable perfectly bland competently acted mean scary horror movie	2
1417	tasteful little revision work wonder enhancing cultural economic subtext bringing richer meaning story moral	4
1418	diesel n actor save	0
1419	wendigo want monster movie art house crowd fall trap pretention almost every time	0
1420	nothing short wonderful ten year old female protagonist steadfast refusal set dualistic battle good evil	4
1421	drumline mere suggestion albeit visually compelling one fully realized story	4
1422	lesser talent high crime would entertaining forgettable	2
1423	history fascinating action dazzling	4
1424	could n help feel wasted potential slapstick comedy	0
1425	road perdition love strangeness excellence	4
1426	demeo without talent need better material	2
1427	puportedly based true event convolution language suggests impossible claim based true story straight face	0
1428	gripping handsome execution lrb rrb n much k unique memorable	2
1429	liked original short story movie even hour twenty minute long go nowhere	0
1430	artsploitation movie much exploitation little art	0
1431	sour little movie core exploration emptiness underlay relentless gaiety film ending	0
1432	check brain secret agent decoder ring door n want think much going	0
1433	talkiness n necessarily bad dialogue frequently miss mark	0
1434	pianist film roman polanski may born make	4
1435	funny human really pretty damned wonderful	4
1436	first tunisian film ever seen also probably good hearted yet sensual entertainment likely see year	4
1437	shot child smiling camera typical documentary footage hurt overall impact film	2
1438	like pack dynamite stick built controversy	0
1439	ala another breathless movie	2
1440	lrb reach rrb wholly believable heart wrenching depth despair	4
1441	n well skip another review	2
1442	opinion analyze funny entertaining analyze respectable sequel	2
1443	generic bloodbath often becomes laughably unbearable n merely offensive	0
1444	classified one alternate reality movie except would worked much better dealing one reality	0
1445	wretchedly unfunny wannabe comedy inane awful doubt worst movie seen summer	0
1446	entirely suspenseful extremely well paced ultimately dare say entertaining	4
1447	red dragon entertaining	4
1448	quitting offer piercing domestic drama spike sly humor	4
1449	wind moving many direction search lrb vainly think rrb something fresh say	0
1450	improvement feeble example big screen poke mania preceded	4
1451	fear permeates whole stortelling todd solondz oftentimes funny yet ultimately cowardly autocritique	4
1452	film director labute continues improve	4
1453	dull road trip movie surprisingly short adventure song	0
1454	wo n trouble getting kid eat veggie	4
1455	may choose interpret film end hopeful optimistic think payne something darker	2
1456	scott delivers terrific performance fascinating portrait modern lothario	4
1457	overwrought melodramatic bodice ripper	0
1458	steer unexpectedly adamant streak warm blooded empathy disparate manhattan denizen especially hole	2
1459	two generating much chemistry iraqi factory poised receive un inspector	2
1460	jeffrey tambor performance intelligent jazz playing exterminator oscar worthy	4
1461	familiar rise fall tale long glamour short larger moralistic consequence though told sharp ear eye tenor time	4
1462	even hastily amateurishly drawn animation engage	0
1463	plodding peevish gimmicky	0
1464	insomnia become one rare remake eclipse original n disgrace either	2
1465		0
1466	say vapid vehicle downright doltish uneventful obvious telling country skunk severe body odor	0
1467	crap leash far polite scale lunatic height joe dante similarly styled gremlin	0
1468	minute zing along vibrance warmth	4
1469	see	4
1470	ever dependable concept botched execution	0
1471	tasty slice droll whimsy	2
1472	humor aspect jason x far entertaining expected everything else film tank	0
1473	rice pedestrian filmmaker bring edge personality rising place would set apart deep south story	0
1474	broomfield reveals ironic manifestation institutionalized slavery tie black owned record label white empowered police force	2
1475	ritchie film easier swallow wertmuller polemical allegory self defeatingly decorous	0
1476	film ultimately inspiring hallmark card	0
1477	little visible talent energy colin hank bad need major acting lesson maybe little coffee	0
1478	film ooze craft	4
1479	stevens vibrant creative instinct difference countless flick guy doll	4
1480	weighty ponderous every bit filling treat title	4
1481	excellent minute film unfortunately run	0
1482	somehow manage get spell	4
1483	brian tufano handsome widescreen photography paul grabowsky excellent music turn fairly parochial melodrama something really rather special	4
1484	uplifting funny wise	4
1485	old people love movie mean nicest possible way last order touch heart anyone old enough earned year friendship	2
1486	poky pseudo serious exercise sham actor workshop affected malaise	0
1487	character well established gang feel comfortable taking insane liberty goofiest stuff left field	4
1488	surest bet around good time movie summer	4
1489	anakin lustrous polished visuals rich color creativity course special effect	4
1490	effort star kline lend dignity dumb story naught	0
1491	sometimes incisive sensitive portrait undercut awkward structure final veering toward melodrama	0
1492	alabama manages pleasant spite predictability occasional slowness due primarily perkiness witherspoon lrb always joy watch even material first rate rrb	4
1493	start strongly quickly losing focus point purpose mess mixed message blown drama bruce willis scar	0
1494	world traveler might go anywhere new arrive anyplace special certainly honest attempt get something	4
1495	would n want live waydowntown hilarious place visit	4
1496	intensely focused travail hal hartley function pastiche thing hartley least accessible screed yet	0
1497	simple tale unlikely friendship thanks gorgeous locale exceptional lead performance considerable charm	4
1498	n entirely get godard distinctive discourse still come away sense reserved existential poignancy	4
1499	yes soar	4
1500	genuinely funny ensemble comedy also asks audience heartwarming nonjudgmental kind way consider value daily life	4
